Year,Gender,Class,NrPS1,NrPSM1,NrPSA1,NrPCA1,NrPC1,NFS1,NPS1,NPC1,NET1,NL1,NrPS2,NrPSM2,NrPSA2,NrPCA2,NrPC2,NFS2,NPS2,NPC2,NET2,NL2,BS,PF,ECTS
2011,1,7,1,0,1,0,0,2.17,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,4
2009,0,9,7,0,0,2,3,10,0,5.07,9.2,2.1,4,0,0,3,1,7.39,0,6.23,0,0,0,31.04,4
2015,0,14,7,0,0,0,7,10,0,1.88,7.6,2.75,7,0,0,0,7,10,0,2.02,5.6,2.1,6,47.84,6
2011,0,9,7,5,0,0,6,10,8.55,1.59,8.8,3.8,7,2,0,0,6,10,4.2,1.59,8,2.8,9.7,70.8,9
2015,1,7,7,0,0,0,5,10,0,1.3,8.1,2.6,5,0,0,0,6,8.55,0,1.59,2.4,2.3,9,45.36,5
2016,0,12,7,1,2,0,7,10,2.75,1.88,4.6,1.7,6,3,1,0,7,9.42,6.23,1.88,4.6,2.6,7.78,52.03,8
2010,1,4,7,0,5,5,1,10,1.3,8.84,9.6,3.2,7,0,1,0,11,10,0.14,3.04,8.6,3.2,3,56.36,8
2015,0,12,7,0,1,0,7,10,0.14,1.88,8.2,2.4,7,0,1,0,7,10,0.14,1.88,3.6,2.25,10.5,49.95,7
2016,0,11,7,0,2,0,7,10,0.43,1.88,2.8,2.1,6,1,1,0,3,9.42,2.46,0.72,2.6,2.7,4.5,37.85,4
2013,0,2,7,0,2,0,7,10,0.43,1.88,8.6,2.6,6,0,1,0,7,9.42,0.14,1.88,7,2.2,3,46.98,6
2014,0,3,6,0,0,0,7,9.71,0,1.88,8.4,2.6,7,0,0,0,6,10,0,1.59,8.3,2.1,3.5,48.25,6
2012,0,2,7,0,0,0,7,10,0,1.88,7.6,2.6,7,0,2,1,6,10,0.43,3.91,3,2.1,9.85,48.2,6
2009,0,3,7,6,0,1,4,10,9.42,3.33,7.2,2.5,7,5,0,0,2,10,8.55,0.43,9.5,3.7,21,86.64,10
2016,0,1,7,0,0,0,7,10,0,1.88,5.1,1.9,7,3,0,0,7,10,5.94,1.88,3.7,3.03,5.42,47.5,6
2013,0,2,6,0,0,0,7,9.71,0,1.88,3.2,2.9,7,0,1,0,7,10,0.14,1.88,4.5,2.3,4.5,39.09,4
2009,0,6,7,7,0,6,0,10,10,9.42,9.8,7.7,7,7,0,3,0,10,10,5.94,10,6.5,36.75,125.19,10
2010,0,7,4,0,0,0,1,7.39,0,0.14,4.3,2.4,3,0,0,0,2,5.94,0,0.43,6.1,2.5,0,31.72,4
2010,1,2,7,5,1,0,5,10,8.84,1.3,7.3,7.4,7,6,0,2,5,10,9.42,5.65,8,5.5,25.75,102.45,10
2012,0,1,7,1,1,0,7,10,2.46,1.88,4.2,2.9,6,1,1,0,7,9.71,2.46,1.88,8.4,2.2,18.43,63.75,8
2015,0,7,7,0,0,0,7,10,0,1.88,7.6,2.6,7,0,0,0,7,10,0,2.3,2.9,2.6,10,48.35,7
2016,0,14,5,0,0,0,5,8.55,0,1.3,3.6,2,2,0,0,0,2,4.2,0,0.43,0,0,4.64,22.88,4
2013,0,10,7,0,1,0,7,10,0.14,1.88,8.6,2.9,7,0,0,0,6,10,0,1.59,7.6,2.1,2.75,47.76,6
2009,0,5,7,6,0,4,3,10,9.42,8.26,4.3,2.5,7,6,0,2,4,10,9.42,5.36,7.8,3.1,2,64.17,9
2009,0,13,4,0,1,2,2,7.68,0.14,4.78,7.8,2.4,7,0,0,2,5,10,0,5.65,5.5,3.6,2,45.13,5
2009,0,3,7,1,0,0,6,10,2.17,1.59,7.3,2.4,7,1,0,1,6,10,2.17,3.91,7.2,2.5,0,47.42,7
2011,0,2,7,0,0,0,0,10,0,0,8.8,2.2,7,1,0,0,3,10,2.17,0.72,7.4,2.5,4,49.83,7
2016,0,14,7,0,1,0,7,10,0.14,1.88,8.6,2.5,7,2,0,0,7,10,4.2,1.88,3.5,2.4,7.5,52.56,8
2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014,0,5,7,0,0,0,7,10,0,1.88,6.9,2.15,7,0,0,0,7,10,0,1.88,8.3,2.05,3,45.29,5
2010,1,1,7,0,0,1,5,10,0,3.62,7.9,3,7,1,0,0,7,10,2.17,1.88,7.4,2.7,0,47.65,7
2016,1,4,7,0,0,0,7,10,0,1.88,5.5,2.3,7,1,0,0,7,10,2.17,1.88,5.6,2.7,7.85,49.5,7
2013,0,1,7,0,0,0,7,10,0,1.88,3.2,2.1,7,1,2,0,7,10,2.75,1.88,6.9,2.5,2.5,41.87,4
2016,0,7,7,1,1,0,7,10,2.46,1.88,7.4,3.7,7,2,0,0,7,10,4.2,1.88,4.4,2.7,11.8,61.16,9
2010,0,3,7,0,0,1,5,10,0,3.62,9.7,4.7,7,0,0,0,10,10,0,2.75,6.8,3.1,1,51.87,8
2009,0,10,5,0,1,1,2,8.55,0.14,2.75,6.1,2.4,7,0,0,2,5,10,0,5.65,7.1,3.7,2,45.33,6
2016,0,9,6,0,0,0,7,9.42,0,1.88,3,1.9,4,0,0,0,4,7.39,0,1.01,1.4,0,6.14,28.67,4
2016,0,3,7,2,1,0,7,10,4.49,1.88,5.1,3.1,6,1,0,0,7,9.71,2.17,1.88,3,2.4,11.71,54.23,8
2012,0,13,7,0,2,0,4,10,0.43,1.01,7.4,2.2,7,2,0,0,5,10,4.2,1.3,6.6,2.4,4.66,50.42,6
2013,0,4,7,0,0,0,2,10,0,0.43,3.5,3,7,0,1,0,7,10,0.14,1.88,9.7,3.6,1.25,45.02,5
2014,0,5,7,1,1,0,7,10,2.46,1.88,6.5,3.15,7,0,0,0,6,10,0,1.59,8.6,2.5,5,52.09,7
2016,1,1,7,3,1,0,7,10,6.23,1.88,7.4,3,7,1,2,0,6,10,2.75,1.59,2.3,2.7,9.64,57.19,8
2009,0,14,6,0,1,0,3,9.71,0.14,0.72,8,2.3,4,0,0,0,5,7.68,0,1.3,5.6,2,0,38.21,4
2016,0,1,7,0,0,0,7,10,0,1.95,3.2,2,7,2,2,0,7,10,4.78,1.88,3.8,2.45,10.71,48.37,6
2016,0,1,7,0,0,0,7,10,0,1.88,6.8,2.2,7,2,1,0,7,10,4.49,1.88,6,2.35,8.64,54.27,8
2011,1,8,7,0,0,0,6,10,0,1.59,9.1,3.45,7,1,1,0,7,10,2.46,1.88,6.2,3.9,1,51.32,8
2015,1,10,7,0,0,0,7,10,0,1.88,7.6,2.7,7,0,0,0,6,10,0,1.73,2.7,3.8,6.5,46.38,6
2016,0,10,7,1,0,0,7,10,2.17,1.88,4.3,2.5,7,0,2,0,7,10,0.43,1.88,4.8,3.2,10.64,51.04,7
2011,0,7,7,1,1,0,4,10,2.46,1.01,9.7,2.5,7,0,3,0,5,10,0.72,1.3,9.6,2.7,0.42,52.4,8
2011,0,2,7,2,0,3,3,10,4.2,6.81,8.9,2.4,6,4,0,0,7,9.42,7.39,1.88,8,2.8,10.98,69.53,9
2015,0,9,7,0,0,0,7,10,0,1.88,6.1,2.1,7,1,0,0,7,10,2.17,1.88,3,2.4,8,45.51,6
2014,0,7,7,0,0,0,5,10,0,1.3,8.7,2.55,7,0,0,0,7,10,0,1.88,7.5,2.25,3,47.45,6
2013,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2011,0,12,7,0,1,0,5,10,0.14,1.3,9.6,2.9,7,0,1,0,7,10,0.14,1.88,9.2,2.9,2.42,52.15,8
2011,0,7,7,4,2,4,2,10,7.97,7.97,9.7,2.7,7,3,2,2,5,10,6.52,5.65,9.3,2.6,4.14,70.06,9
2013,0,6,7,0,1,0,7,10,0.14,1.88,7.8,2.5,7,0,1,0,7,10,0.14,1.88,6.9,2.1,5.78,48.43,7
2012,1,6,7,0,5,0,5,10,1.3,1.3,7.4,2.4,7,2,2,0,4,10,4.78,1.01,7.9,2.6,5.29,54.82,7
2013,0,3,7,0,0,0,6,10,0,1.59,6.7,2.2,7,0,0,0,7,10,0,1.88,7.5,2,0.25,41.22,4
2009,0,7,2,0,0,0,0,4.2,0,0,6.1,0,1,0,0,0,0,2.46,0,0,0,0,2,14.62,4
2016,0,14,7,0,0,0,7,10,0,2.02,2.6,1.9,6,0,0,0,5,9.42,0,1.3,3.1,2.08,4.07,33.81,4
2015,0,9,6,0,0,0,5,9.42,0,1.3,7.3,2.1,6,1,0,0,6,9.42,2.17,1.59,2.6,2.2,6,43.02,4
2012,1,8,7,0,0,0,7,10,0,1.88,8.1,2.9,7,0,1,0,6,10,0.14,1.59,8.4,2.5,7.93,54.01,7
2016,1,14,7,1,1,0,7,10,2.46,2.02,3.1,2.1,7,2,1,0,6,10,4.49,1.59,3.1,2.45,7.92,46.73,6
2015,1,7,7,0,2,0,7,10,0.43,1.88,7.7,2.3,7,0,0,0,7,10,0,2.58,3.1,2.2,11.14,49.29,7
2016,1,2,5,0,0,0,2,8.55,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,4
2015,0,13,7,0,0,0,7,10,0,1.88,7.1,2.7,7,0,1,0,7,10,0.14,2.3,3,2.2,7.45,45.04,5
2009,1,7,6,0,0,0,6,9.42,0,1.59,7.1,2.5,7,0,0,4,3,10,0,8.26,5.9,2.8,15,57.55,8
2011,0,10,7,1,2,0,6,10,2.75,1.59,9,2.35,6,2,0,0,1,9.71,4.2,0.14,5,2.4,0.14,48.12,7
2010,0,5,7,0,0,0,6,10,0,1.59,8.7,2.5,5,0,0,0,5,8.55,0,1.3,6.6,2.4,0,42.34,4
2014,0,14,7,0,0,0,6,10,0,1.59,8.2,2.45,7,1,0,0,5,10,2.17,1.3,8.3,2.18,3.5,50.12,7
2015,0,11,7,0,0,0,7,10,0,1.88,7.5,2.6,7,1,3,0,7,10,3.04,2.02,3.9,2.4,3.14,45.53,6
2012,1,14,6,0,0,0,1,9.42,0,0.14,4.8,2.6,4,1,1,0,4,7.39,2.46,1.01,8.6,2.5,2.87,43.9,4
2014,0,6,7,7,0,2,4,10,10,5.36,9.8,7.7,5,3,0,0,2,8.84,5.94,0.5,3.9,5.5,26,97.76,10
2010,0,8,5,0,0,0,1,8.55,0,0.14,7.5,2.5,5,1,0,0,3,8.55,2.17,0.72,6.1,2.6,0,41.14,4
2012,0,14,7,0,1,0,6,10,0.14,1.59,7.5,2.3,7,2,1,0,7,10,4.49,1.88,8.1,2.3,5.37,53.42,7
2012,0,8,7,4,1,1,6,10,7.68,3.91,8.7,2.9,7,3,2,0,6,10,6.52,1.59,6.4,3.5,15.06,75.71,9
2014,1,12,7,0,0,0,6,10,0,1.59,8.6,4.6,4,1,0,0,5,7.39,2.17,1.3,9.9,2.5,0,51.49,7
2016,0,14,7,1,4,0,7,10,3.33,1.88,5.1,2,7,1,0,0,7,10,2.17,1.88,3.4,2.5,9.64,50.18,7
2009,0,10,2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,4
2015,0,12,7,0,0,0,6,10,0,1.59,7.1,2.7,6,1,0,0,7,9.42,2.17,2.02,3.4,2.15,3.64,43.2,4
2011,0,6,7,1,2,0,3,10,2.75,0.72,9.2,2.2,6,2,2,0,0,9.42,4.78,0,7.4,2,1.5,51.88,8
2015,0,7,7,0,1,0,4,10,0.14,1.01,5,2.5,7,2,0,0,3,10,4.2,0.72,2.1,2.3,9,46,6
2013,0,13,7,1,1,0,6,10,2.46,1.59,2.9,2.2,6,0,1,0,7,9.42,0.14,1.88,6.8,2.2,1,38.86,4
2013,0,2,7,0,0,0,7,10,0,1.88,4.9,3,7,1,4,0,7,10,3.33,1.88,4.2,2.8,3,43.8,4
2011,0,2,7,0,0,0,5,10,0,1.3,9,2.4,6,0,0,0,7,9.42,0,1.88,7.4,2.4,2.14,46.4,6
2015,0,5,6,5,0,0,6,9.42,8.55,1.59,8.4,2.5,5,2,0,0,3,8.55,4.2,0.72,5,2.1,15.5,67.83,9
2015,0,3,7,0,0,0,6,10,0,1.59,7.1,2.2,7,1,0,0,4,10,2.17,1.01,2.75,2.15,7.2,45.1,5
2016,0,5,6,2,1,0,2,9.42,4.49,0.43,6,3.1,6,1,0,1,2,9.42,2.17,2.75,3,2.9,6.57,50.36,7
2009,0,14,6,0,0,0,4,9.42,0,1.01,5.2,2.5,7,0,0,0,1,10,0,0.14,9.7,2.2,0,41.7,4
2009,0,14,5,0,0,0,1,8.84,0,0.14,5.9,2.4,6,0,0,1,6,9.42,0,3.91,9.5,2.2,0,42.01,4
2010,1,2,7,5,1,0,2,10,8.84,0.43,7.3,3.4,7,4,1,0,4,10,7.68,1.01,7.6,2.6,18.5,79.51,9
2013,0,3,7,2,0,0,7,10,4.2,1.88,6.1,2.9,7,0,0,0,7,10,0,1.88,7.7,2.1,1.89,48.03,7
2010,0,2,7,2,0,0,2,10,4.2,0.43,5.6,4.1,5,0,0,0,4,8.84,0,1.01,7.1,3.1,0,47.17,6
2011,0,12,7,0,1,0,5,10,0.14,1.3,7.6,2.35,7,0,1,0,4,10,0.14,1.01,8.9,2.45,1,45.88,6
2012,0,5,7,2,2,0,5,10,4.78,1.3,9,2.25,6,3,0,0,5,9.42,5.94,1.3,7.8,2.4,0.29,55.36,7
2015,0,2,7,0,0,0,6,10,0,1.59,8.4,2.9,7,0,0,0,7,10,0,1.88,4.6,2.3,10,51.79,7
2009,0,7,7,0,0,2,1,10,0,4.49,4.2,2.5,6,0,0,3,4,9.71,0,7.1,6.9,3,4,45.18,6
2014,0,8,7,0,0,0,7,10,0,1.88,7.1,2.5,6,0,0,0,7,9.42,0,1.88,8,2.05,3.7,46.04,6
2015,1,6,7,1,0,0,7,10,2.17,1.88,7.9,3.5,7,0,0,0,7,10,0,1.88,2.6,2.6,8,49.91,7
2014,0,14,1,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,4
2014,0,14,7,0,0,0,6,10,0,1.59,7.8,2.2,7,1,0,0,6,10,2.17,1.59,6.4,2.15,3.78,47.11,6
2013,1,11,7,2,4,0,6,10,5.36,1.59,7.9,3,4,2,1,0,4,7.97,4.49,1.01,7.4,2.5,4.5,57.23,8
2016,0,3,7,0,0,0,7,10,0,1.88,4.7,2.3,7,0,0,0,6,10,0,1.59,2,2.5,5.57,38.5,4
2009,0,2,7,0,0,0,3,10,0,0.72,7.4,2.5,7,0,0,0,6,10,0,1.59,7.2,2.8,2,45.1,5
2010,0,3,7,0,1,1,5,10,0.14,3.62,8.3,3.6,7,1,0,0,13,10,2.17,3.62,6.1,3,0,48.67,7
2015,1,13,7,2,0,0,7,10,4.2,1.88,8,3,7,0,1,0,7,10,0.14,2.3,4.2,2.6,9,54.84,8
2014,0,3,7,1,0,0,6,10,2.17,1.59,5.1,2.2,7,0,0,0,7,10,0,1.88,7.8,2.38,3,45.18,5
2016,0,11,7,4,1,3,4,10,7.68,7.1,10,3.9,7,5,1,4,3,10,8.84,8.26,6.1,4.8,17,88.82,10
2009,0,11,7,1,3,1,2,10,3.04,2.75,9.5,4.6,7,2,2,0,0,10,4.78,0,9.4,2.8,25,85.08,10
2016,0,5,6,0,0,0,7,9.42,0,1.88,5,2.5,6,0,0,0,6,9.42,0,1.59,2,3.3,6.64,40.72,4
2016,0,8,7,2,1,0,7,10,4.49,1.88,4.7,2.4,7,1,0,0,4,10,2.17,1.01,3.2,2.7,8.5,50.1,7
2014,0,7,7,0,1,0,7,10,0.14,1.88,4.3,2.25,7,0,0,0,6,10,0,1.59,8.5,2.4,3.14,43.29,4
2010,1,2,7,1,0,0,6,10,2.17,1.59,6.2,4.9,7,0,0,0,7,10,0,1.88,8,3.8,3,54.01,8
2012,0,10,5,0,0,0,2,8.55,0,0.43,8,2.1,6,0,1,0,5,9.42,0.14,1.3,5.6,2,9.35,47.58,6
2009,1,14,7,1,1,1,4,10,2.46,3.33,3.3,4,6,2,1,1,3,9.42,4.49,3.04,6.7,2.3,0,46.63,7
2013,0,7,7,0,1,0,7,10,0.14,1.88,4,3,7,1,1,0,6,10,2.46,1.59,5,3,3.5,43.72,4
2009,0,11,4,0,0,0,0,7.68,0,0,9.2,0,1,0,0,0,0,2.17,0,0,9.8,0,0,31.14,4
2016,0,9,7,1,1,0,7,10,2.46,1.88,5,2.4,7,0,0,0,7,10,0,1.88,2.6,2.6,11.64,48.68,6
2013,0,9,7,0,0,0,6,10,0,1.59,5.4,3.4,7,0,0,0,7,10,0,1.88,8.1,2,3.25,45.44,6
2012,1,3,7,4,3,0,7,10,8.26,1.88,8.5,4.1,7,2,3,0,7,10,5.07,1.88,7.7,2.7,12.51,73.93,9
2010,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014,1,5,7,0,1,0,6,10,0.14,1.59,7.3,2.45,7,0,0,0,7,10,0,1.88,9.3,2.75,3.14,49,7
2012,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,0,1,7,0,1,0,7,10,0.14,1.88,7.1,3.7,7,0,0,0,7,10,0,1.88,5.8,3.2,5,49.93,7
2015,0,6,7,0,1,0,7,10,0.14,1.88,8,2.2,7,0,1,0,6,10,0.14,1.59,2.2,2.3,8.3,45.05,5
2011,0,5,7,0,0,0,5,10,0,1.3,9.7,4,7,2,1,0,6,10,4.49,1.59,8.8,4.2,1.56,59.25,8
2013,0,9,7,0,0,0,7,10,0,1.88,8.6,2.3,7,0,0,0,7,10,0,1.88,7.5,2.1,4.5,48.27,7
2015,0,3,7,0,0,0,7,10,0,1.88,8,2.5,7,0,0,0,7,10,0,1.88,2.25,2.5,8,45.44,5
2009,0,12,6,0,0,0,0,9.71,0,0,4.8,2,3,0,0,0,0,5.94,0,0,5.9,2,0,32.11,4
2011,1,7,7,0,4,0,5,10,1.01,1.3,9.7,5.2,7,1,2,0,7,10,2.75,1.88,10,3,1.28,59.81,8
2010,1,7,7,3,2,0,3,10,6.52,0.72,8.7,4.2,7,4,2,0,3,10,7.97,0.72,6.7,2.8,0,61.35,9
2010,0,10,7,1,1,2,4,10,2.46,5.36,6.8,2.6,7,1,0,0,11,10,2.17,3.04,8,2.5,1.5,50.66,7
2016,1,4,7,0,1,0,7,10,0.14,1.88,3.5,2.2,7,1,0,0,7,10,2.17,1.88,5,2.7,8.71,46.7,6
2016,0,13,7,0,0,0,7,10,0,1.88,5.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,5,7,1,0,0,6,10,2.17,1.59,8.3,2.8,7,0,0,0,7,10,0,1.88,9.3,2.3,1.39,50.35,7
2013,1,8,7,1,0,0,6,10,2.17,1.59,6.7,2.6,7,1,0,0,7,10,2.17,1.88,7.6,2.3,5.9,52.56,8
2014,1,2,7,0,0,0,6,10,0,1.59,7.7,2.2,7,1,0,0,7,10,2.17,1.88,8.6,2.1,3.5,49.44,7
2011,0,12,7,0,1,0,6,10,0.14,1.59,8.2,2.4,7,0,1,0,7,10,0.14,1.88,6.8,2.1,2.42,45.19,5
2016,1,2,7,2,2,0,7,10,4.78,1.88,6.8,3,6,2,2,0,6,9.42,4.78,1.59,6.3,2.3,6.64,58.45,8
2012,0,1,7,6,0,2,5,10,9.42,5.65,9.6,3,6,3,1,1,3,9.71,6.23,3.04,8.4,3.2,21.06,87.02,10
2012,1,5,7,3,3,3,4,10,6.81,7.1,9.7,3,7,7,0,1,6,10,10,3.91,9.1,2.8,19.74,87.95,10
2011,1,13,7,0,0,0,6,10,0,1.59,9.6,3.6,6,1,1,0,5,9.42,2.46,1.3,9.6,3.1,0,53.47,8
2015,0,14,7,0,0,0,5,10,0,1.3,2.8,2.2,3,0,0,0,3,5.94,0,0.72,0,0,3,22.81,4
2012,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,0,11,7,0,0,0,7,10,0,1.88,8.6,2.5,7,0,0,0,7,10,0,2.44,4.8,2.6,11,53.31,8
2013,1,11,7,0,0,0,6,10,0,1.59,8.3,2.4,7,0,3,0,7,10,0.72,1.88,9.6,2.4,4.5,51.86,8
2013,1,4,7,0,0,0,6,10,0,1.59,6.9,3.7,7,0,0,0,7,10,0,1.88,5.9,2.4,4.25,46.79,6
2009,0,5,0,0,0,0,0,0,0,0,0,2.2,4,0,0,0,0,7.39,0,0,4.2,0,0,14.64,4
2016,0,2,7,0,1,0,1,10,0.14,0.14,2.4,1.6,6,1,1,0,2,9.42,2.46,0.43,1.4,2.2,3,31.71,4
2009,0,11,7,0,0,0,3,10,0,0.72,9.6,2.7,7,0,0,2,1,10,0,4.49,7.4,2,0,45.78,6
2012,0,12,7,1,3,0,7,10,3.04,1.88,9.2,3.3,7,2,3,0,2,10,5.07,0.43,7,3.1,4.5,59.64,8
2011,0,3,6,0,0,0,2,9.42,0,0.43,7.5,2,6,0,0,0,3,9.42,0,0.72,8.4,2.1,0,41.47,4
2010,1,12,7,0,0,1,5,10,0,3.62,6.9,2.3,7,2,0,0,7,10,4.2,1.88,5.9,3.3,0,46.38,6
2009,1,4,7,0,0,0,0,10,0,0,4.8,2.4,6,0,0,0,1,9.71,0,0.14,6.7,3.8,3,43.04,4
2015,0,8,7,0,0,0,7,10,0,1.88,6.3,2.4,7,0,0,0,7,10,0,2.02,4,2.8,8.64,46.89,6
2014,0,14,7,0,0,0,6,10,0,1.59,7.8,1.2,7,0,0,0,6,10,0,1.59,7.2,1.55,0.64,40,4
2013,0,11,7,0,0,0,6,10,0,1.59,7.4,2.3,7,0,2,0,7,10,0.43,1.88,8.8,2.3,3.25,47.85,7
2014,1,8,7,0,0,0,6,10,0,1.59,8.7,2.15,7,0,0,0,7,10,0,1.88,8.7,2.05,3.5,48.47,6
2009,0,12,7,0,0,0,5,10,0,1.3,7.5,2.1,6,0,0,0,7,9.71,0,1.88,9,2.2,2,45.73,6
2010,1,7,5,0,0,0,2,9.13,0,0.43,9.9,2.8,5,0,0,0,6,9.13,0,1.59,6.9,3.2,0,45.7,6
2012,0,12,7,0,1,0,6,10,0.14,1.59,9.4,2.3,7,1,0,0,6,10,2.17,1.59,5.2,2.3,8.77,53.18,7
2014,0,11,6,0,0,0,3,9.42,0,0.72,2.3,2.2,7,4,1,0,3,10,7.68,0.72,8.3,2.7,3.5,47.93,6
2014,0,13,7,4,0,1,6,10,7.39,3.91,8.6,3.5,7,4,0,0,7,10,7.39,1.88,8.6,2.13,5.5,68.08,9
2014,0,3,7,0,0,0,7,10,0,1.88,7.5,3,7,0,0,0,6,10,0,1.59,6.9,2.48,6,49.46,7
2011,1,11,7,1,2,0,1,10,2.75,0.14,9.7,4.3,7,2,2,0,0,10,4.78,0,8.5,3.1,0,58.27,8
2009,1,2,6,0,0,0,4,9.71,0,1.01,8,2.1,6,1,0,3,3,9.71,2.17,6.81,8.7,2.1,0,46.92,7
2016,0,13,7,3,1,0,7,10,6.23,1.95,4,2.1,7,1,0,1,6,10,2.17,3.91,10,4.1,31.75,93.96,10
2015,1,14,7,0,0,0,6,10,0,1.59,6.7,2.2,7,0,1,0,7,10,0.14,2.02,4.1,2.2,7.35,45.07,5
2016,0,14,5,2,0,0,4,9.13,4.2,1.15,5.8,7,7,2,1,2,5,10,4.49,5.65,10,8.9,34,106.3,10
2009,0,12,3,0,0,0,0,6.23,0,0,9.1,2,1,0,0,0,0,2.17,0,0,0,0,0,21.18,4
2014,1,3,7,0,0,0,6,10,0,1.59,7.6,3,7,0,0,0,6,10,0,1.59,8.7,2.9,0.28,46.78,6
2012,0,2,7,0,0,0,7,10,0,1.88,5.1,2.4,6,0,0,0,7,9.42,0,1.88,6.4,2.3,11.43,49.54,6
2013,0,14,7,0,0,0,7,10,0,1.88,3.3,2.5,6,1,2,0,7,9.42,2.75,1.88,3.3,2.3,3.5,38.41,4
2016,0,10,7,0,0,0,7,10,0,1.88,4.4,1.9,7,2,0,0,7,10,4.2,1.88,1.9,3.2,10.85,47.97,6
2013,0,10,7,1,1,0,7,10,2.46,1.88,7.4,3.1,7,0,0,0,6,10,0,1.59,7.1,2.5,2.75,49,7
2013,0,6,7,2,1,0,7,10,4.49,1.88,7,2.4,7,0,2,0,7,10,0.43,1.88,8.7,2.1,1.39,49.75,7
2010,1,3,7,1,3,1,4,10,3.04,3.33,8.4,4.5,7,0,5,0,1,10,1.3,0.14,7.6,3.3,0,53.86,8
2016,0,5,7,0,0,0,7,10,0,1.88,2.9,2.1,5,0,0,0,5,8.84,0,1.3,2.1,0,9.57,34.86,4
2011,0,14,6,1,0,0,0,9.42,2.17,0,0,2.3,1,0,0,0,0,2.46,0,0,7.5,0,0,24.48,4
2011,1,11,7,1,1,0,4,10,2.46,1.01,9.7,3.3,7,1,3,0,7,10,3.04,1.88,9.5,4.6,2.78,61.83,9
2013,1,10,7,1,4,0,7,10,3.33,1.88,5.4,2.7,7,3,1,0,7,10,6.23,1.88,8,2,3.25,53.73,8
2009,1,13,7,0,1,0,4,10,0.14,1.01,9.3,4.4,7,0,1,1,0,10,0.14,2.17,9.3,3.5,0,53.15,8
2009,0,1,7,0,0,0,7,10,0,1.88,5.5,2,7,1,0,4,3,10,2.17,8.26,4.6,2.3,0,39.86,4
2013,0,14,7,1,3,0,5,10,3.04,1.3,1.5,2.3,7,2,3,1,6,10,5.07,3.91,7.2,2.3,4.75,48.09,7
2014,0,4,7,0,1,0,7,10,0.14,1.88,6.4,2.3,7,1,0,0,6,10,2.17,1.59,8.9,2.2,3.8,48.98,7
2014,0,5,7,0,3,0,7,10,0.72,1.88,9.5,5.25,7,1,2,0,7,10,2.75,1.88,9.6,4.8,24.5,85.37,10
2011,1,1,7,2,1,0,0,10,4.49,0,6.8,2.3,7,0,0,0,2,10,0,0.43,7.5,2.2,1.28,46.63,6
2014,0,7,7,0,0,0,7,10,0,1.88,8.4,2.35,7,0,0,0,7,10,0,1.88,8.2,2.3,6.14,50.97,7
2009,0,13,7,2,2,1,5,10,4.78,3.62,9.5,3,5,0,0,2,0,8.55,0,4.2,5.3,2.7,0,49.12,7
2009,0,7,1,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,2,3.73,4
2010,0,12,7,0,0,1,4,10,0,3.33,7.8,2.4,7,0,0,0,10,10,0,2.75,6,2.7,1,43.7,4
2013,0,13,6,0,0,0,7,9.42,0,1.88,4.4,2.2,7,0,3,0,5,10,0.72,1.3,7.4,2,1.5,39.68,4
2014,0,4,7,3,2,0,7,10,6.52,1.88,9.3,5.2,6,4,1,1,5,9.71,7.68,3.69,9.4,4.73,19.64,90.77,10
2013,0,13,7,0,0,0,6,10,0,1.59,4,2.1,7,0,1,0,7,10,0.14,1.88,7.6,2.4,1.5,39.88,4
2012,0,14,2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,4
2014,0,5,7,0,1,0,6,10,0.14,1.59,8.9,2.2,7,0,0,0,7,10,0,1.88,8.9,2.33,3,49.19,7
2013,0,4,7,0,0,0,5,10,0,1.3,5.2,2.2,7,0,0,0,6,10,0,1.59,7.7,2.3,0.75,40.47,4
2010,0,6,7,0,0,2,3,10,0,5.07,7.3,2.4,2,0,0,0,0,4.2,0,0,0,0,1.5,26.74,4
2015,0,14,7,3,0,0,7,10,5.94,1.88,8.1,3,7,0,0,0,6,10,0,1.59,6.75,2.7,23,74.36,9
2009,0,10,1,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,6.35,2
2009,0,9,6,0,0,0,5,9.42,0,1.3,5.7,2,1,0,0,0,2,2.46,0,0.43,6.2,2,0,31.22,4
