Gender,Class,NrPS1,NrPSM1,NrPSA1,NrPCA1,NrPC1,NET1,NL1,NrPS2,NrPSM2,NrPSA2,NrPCA2,NrPC2,NET2,NL2,BS,PF
0,8,6,1,0,0,0,4.5,2.25,0,0,0,0,0,0,0,0,18.8
1,3,7,0,0,0,7,7.9,3.9,7,0,0,0,7,5.5,2.7,7.5,52.44
0,1,7,3,2,1,5,8.3,3.2,5,1,0,0,4,2.2,2.2,20.25,66.66
0,4,7,0,1,0,6,6,4.5,7,1,0,0,6,8.2,3.3,16.5,66.01
1,3,6,3,0,0,4,7.7,2.4,7,1,1,4,2,9.5,2.3,0,54.94
0,11,7,3,3,3,3,9.6,5.2,7,4,2,0,7,8.5,4.5,10.14,81.69
0,5,7,0,1,0,6,9.1,3.2,7,0,1,0,7,9.7,2.2,2.7,51.8
0,11,4,0,0,0,1,7.5,2.1,3,0,0,0,3,4.2,2.1,0,32.41
1,4,7,0,1,0,6,8,3.45,7,2,0,0,7,8.4,2.3,4.46,55.23
0,4,6,3,0,0,0,5,3,6,2,0,0,1,4.9,3.3,3,51.14
0,8,7,0,0,0,7,4.3,2.2,7,0,0,0,7,1.4,2.4,8.84,40.12
0,6,7,2,0,0,7,8,4.35,6,1,0,0,5,6.6,4.25,19.5,74.75
1,12,7,0,0,2,4,9.5,3.4,7,0,0,0,7,6,2.2,0,45.99
0,9,7,1,0,0,5,4,0,4,0,0,0,6,6.6,2.2,0,33.04
0,10,4,0,0,0,3,6.6,2.1,7,0,0,2,2,5.9,2.3,2,39.74
0,3,7,0,0,0,7,4.4,2.7,7,1,0,0,6,4,2.2,9,46.56
0,11,7,1,2,0,6,8.4,2.6,7,2,3,0,6,8.2,2.4,0.64,53.76
0,12,7,1,3,0,7,8.4,2.6,7,5,1,0,7,10,2.8,5.5,65.77
0,3,7,2,0,0,6,7.6,2.3,7,0,0,0,3,2.8,2.2,24,64.8
1,5,6,3,0,0,2,3.9,3,7,3,0,0,0,7.2,2,1,50.18
1,5,7,1,0,0,5,9.7,4.7,7,1,1,0,7,8.8,2.9,8.06,64.91
0,2,7,0,0,0,5,5.8,2.2,7,0,0,0,6,7.2,3.8,0,42.47
0,6,7,2,0,0,7,5.9,2.8,6,0,0,0,5,2.7,2.2,21.64,61.24
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,7,2,3,0,3,9.8,2.6,7,3,2,0,2,9.7,2.7,0,60.53
0,8,4,0,0,0,2,9,2,1,0,0,0,1,5.1,2.3,0,32.68
0,8,7,0,0,0,6,9,2.1,7,0,0,0,6,8.3,2.1,0.64,45.41
0,4,7,1,0,0,5,9.7,2.3,7,0,2,0,6,5.2,2.5,0.28,45.63
1,11,7,2,1,0,6,9.8,3,7,0,2,0,6,8,2.8,0,53.12
0,4,5,0,1,0,5,8,2.7,7,1,0,0,5,4,2.2,3,44.12
0,9,7,0,0,0,5,7.4,2.7,7,0,1,0,7,6.9,3.7,10.22,55.23
0,4,7,0,1,0,7,8.9,2.7,7,1,0,0,5,8.9,2.58,0.5,50.1
0,10,7,0,1,0,7,7.6,3.9,7,0,0,0,6,7.6,3.3,1.75,49.36
1,4,7,2,1,0,6,8.2,3.3,7,1,0,0,6,8.6,3,13,67.48
0,14,7,2,1,2,4,8.7,2.65,7,1,3,0,6,7.3,2.1,0,52.58
0,4,6,0,1,4,0,9.1,3.2,4,0,1,0,3,9.4,2.1,0,47.32
0,7,7,1,3,0,7,6,3.1,7,0,1,0,6,7.6,2.65,24.64,71.93
0,14,7,2,0,1,5,8.7,2.45,7,0,0,0,7,8.3,2.13,3.78,53.62
0,5,7,0,1,0,3,5,2.1,7,0,1,0,7,4.5,2.3,0.42,35.93
0,12,7,1,1,0,6,9.6,2.75,7,1,1,0,7,8.3,2.2,3.78,55.61
1,10,7,0,1,0,6,7.9,4.2,7,0,1,0,7,3,3.2,6.14,48.85
1,11,7,0,0,0,4,9.7,2.7,7,0,1,0,7,7.2,2.4,1.14,47.05
0,10,7,3,1,0,6,7.3,2.3,7,2,0,0,5,6,2.1,8,59.45
0,9,7,0,0,0,4,5.9,2,6,0,0,0,6,2.25,2.03,6,38.51
0,5,2,1,0,0,2,0,2.6,1,0,0,0,1,0,0,0,11.64
0,11,5,0,0,0,3,7.1,2.3,6,0,0,2,2,7.3,2.1,2,42.77
0,2,7,0,0,0,3,9.4,2.2,7,0,0,0,6,7.6,2.4,2.56,47.44
1,9,7,0,0,0,6,7.5,2.7,7,0,0,0,7,2.75,2.7,7,45.14
0,10,7,0,1,2,4,7,2.75,7,3,1,0,5,7.4,2.3,0,49.87
0,8,6,0,0,0,7,7.8,2.4,7,0,1,0,6,6,2.3,9.35,50.4
0,7,7,1,1,0,6,8.8,2.25,7,0,0,0,7,8.7,2.63,3,51.74
1,6,7,0,1,0,7,4.8,3.8,7,1,1,0,7,4.8,4.1,2.5,46.87
0,14,7,0,0,0,2,5.3,2.9,4,0,0,0,0,8.9,0,0,35.98
0,14,7,0,0,0,7,8.2,2.7,7,0,0,1,6,2.5,2.1,7,45.39
0,10,7,1,2,1,3,6.7,4.1,5,1,0,0,3,7.9,2.8,0,50.1
0,2,7,2,3,0,7,8,2.8,7,4,1,0,6,9.2,3,26,86.29
0,9,6,0,0,2,1,9.1,2.6,7,0,0,3,3,9.8,2.2,0,49.42
0,10,7,0,0,0,7,3.4,1.7,5,0,0,0,4,1.4,0,4.64,28.72
1,13,7,0,1,0,7,8.6,4.1,7,0,4,0,7,7,2.9,3,51.84
1,11,7,0,2,0,5,8.4,2.4,7,1,3,0,7,9.9,2.3,3.5,53.87
1,3,7,3,0,2,5,5.4,3.4,7,3,1,0,7,4.5,2.6,11.71,64.22
0,10,6,0,0,0,3,6.3,2.2,5,0,0,0,4,8.3,2.3,1.3,41.34
0,12,7,0,1,0,0,6.2,2.5,7,0,1,0,0,5.7,2.25,0,38.47
0,4,7,1,3,0,5,6.8,3.1,7,2,3,0,7,6.7,2.6,5.5,56.26
1,2,7,1,0,0,6,9,2.4,7,1,0,0,6,6.9,2.5,1.42,50.01
1,1,7,0,4,0,7,7.1,2.4,7,3,3,0,6,8.8,2.3,5.5,57.29
0,1,7,1,0,2,5,3,2.9,7,1,3,0,7,6.4,2.6,7.14,50.61
0,8,7,1,0,0,6,6.1,4.6,7,0,1,0,2,8.5,2.4,13.56,61.88
1,12,7,1,4,0,7,7.7,3.9,7,0,3,0,7,8.2,2.6,11,62.24
0,3,7,0,0,0,7,7.7,2.3,7,0,0,0,5,3.25,2.2,9,46.69
1,8,7,1,0,1,4,8,4.4,7,0,0,0,7,7.2,3.1,0,50.6
0,9,7,0,0,0,7,5.2,2.2,6,2,0,0,6,4.5,2.5,9.24,49.97
1,6,5,1,0,0,5,8.1,2.6,7,0,0,0,7,2.35,2.8,7,46.31
0,4,7,0,0,0,6,5.2,2.3,7,0,0,0,6,7.4,2.8,4.55,45.02
0,8,6,0,0,0,5,7.1,2.2,7,0,1,0,6,8.3,2.1,2.8,45.22
0,12,7,0,0,0,2,6.7,2.1,6,0,0,0,1,9.6,2.3,0,42.78
0,8,7,0,0,0,7,8.4,2.8,7,0,0,0,7,8.9,2.2,3.5,49.82
0,7,7,0,0,0,5,5.9,2.9,6,1,0,0,4,9.5,2.8,2,48.76
0,13,7,0,0,0,6,8.7,2.55,6,0,0,0,7,8.4,2.18,3.14,48.23
0,8,7,6,0,0,1,7.5,2.7,4,3,1,0,0,1.5,2.8,10,57.03
0,13,5,0,0,0,2,6.6,0,2,1,1,0,2,0,0,0,20.49
0,5,7,1,2,0,6,8.2,2.6,7,2,0,0,7,4.9,2.4,3.5,51.44
0,4,6,1,4,0,5,7.5,2.5,7,2,1,0,6,5.1,2.1,7,53.91
0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46
1,13,7,0,1,0,5,7.7,3.1,7,0,1,3,3,9.2,2.3,0,47.88
0,4,7,3,1,1,5,9.8,2.95,7,3,1,0,6,8.8,2.9,11.79,74.04
0,14,7,0,0,0,7,4,2.4,7,1,0,0,7,9.5,3,4.25,48.69
1,10,7,1,1,0,7,8.7,2.15,7,1,0,0,7,8.6,2.1,4.64,54.27
0,1,7,0,1,0,7,6.6,2.6,7,1,0,0,7,6.9,2.2,3,46.53
0,11,7,1,0,0,6,9.9,3.3,7,0,0,0,6,7.8,2.2,0,49.72
0,3,7,0,0,0,7,3.7,3.2,7,0,1,0,7,5.75,2.6,8,46.83
0,5,7,1,0,0,6,7.9,2.7,7,0,0,0,6,8.6,2.5,1.3,48.99
0,7,7,1,0,0,5,5.6,2.6,6,0,0,3,4,0,2.6,2,36.94
0,1,6,0,0,0,4,7.9,2.2,5,0,0,0,3,7.6,2.1,1,41.81
0,4,7,0,0,0,0,4.1,2.4,5,0,0,0,0,7.3,2.4,5,41.78
0,2,4,2,1,0,1,8.3,2.3,5,4,1,0,3,9.3,3,0,56.49
0,11,7,0,0,0,6,8.8,3.7,7,0,0,5,2,9.7,2,0,50.78
0,14,7,3,2,1,5,9.3,3.9,7,5,2,0,7,8.1,2.5,13.66,78.64
0,2,7,3,0,6,1,9.2,6.4,7,6,0,1,6,10,7.3,51.25,134.67
0,4,4,0,0,0,3,2.6,2.1,3,0,0,0,2,3.6,0,0,21.71
0,10,6,0,0,0,1,5.5,2,1,0,0,1,1,0,0,0,19.94
0,7,7,0,0,0,7,3.5,2.3,7,2,1,0,7,6.8,2.8,3.25,45.48
1,14,7,2,3,0,6,7.1,3.1,7,4,3,0,7,9.5,2.9,8.37,68.82
1,7,7,0,0,0,5,7.7,2.2,4,0,0,0,2,2,2.2,9,42.25
0,3,7,0,0,1,3,7.8,2.9,7,0,0,0,4,8.6,2.3,0,45.61
0,6,7,0,0,0,7,7.7,2.2,7,0,0,0,7,2.3,2.1,7,43.02
0,2,7,3,3,0,2,2.6,2.2,7,3,1,0,4,4.1,2.25,5.07,49.97
0,8,7,1,0,0,7,6.7,2.7,7,0,0,0,6,4,2.7,6,47.22
1,8,6,0,0,0,6,7.6,3,7,0,1,0,2,6.9,2.2,5.56,48
0,1,7,4,1,0,6,7,3.3,7,2,0,0,6,4.6,2.3,3,55.59
0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.56
0,9,7,0,0,2,2,9.3,2.8,5,0,0,3,4,7.1,2.6,17.75,64.58
0,7,6,0,0,0,6,9.4,3.1,7,2,0,0,4,5.6,2.1,1.45,48.72
0,4,7,0,1,0,6,8,2.95,7,0,0,0,7,8.6,2.5,3,49.3
1,2,7,2,1,1,1,9.8,6.9,7,3,0,4,2,9.5,6.6,28,103.79
1,1,7,1,5,0,5,7.5,2.9,7,0,1,0,6,5,2.6,5,50.33
0,7,7,2,0,0,7,5.9,2.6,7,3,0,3,2,9.5,2.6,2,57.59
0,4,7,0,0,0,3,7.9,2.4,7,0,1,0,6,9,2.3,1.25,46.32
0,4,7,0,0,0,5,3.9,2.1,6,1,0,2,2,4.6,3,3,41.02
0,5,6,0,0,0,6,7.9,2.3,7,0,0,0,6,3,2.2,7,44.06
0,4,1,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,5.3
0,3,7,0,0,0,5,3.9,2.2,7,0,0,0,7,7.8,2.2,1.5,39.62
1,10,7,0,1,0,5,6.7,3,7,0,0,0,6,9.3,3,1,47.36
0,3,7,0,1,0,7,8.4,3,7,0,0,0,7,9,2.28,3.5,50.57
1,2,7,1,1,0,6,9,2.2,7,2,0,0,7,7.3,2.3,5.18,55.96
0,3,7,0,0,0,7,4.6,2.5,7,1,0,0,7,3.2,2.9,9.71,47.38
0,4,7,0,0,0,3,9,2.2,7,0,2,0,6,8.7,2.3,2.42,48.43
0,6,7,4,0,0,7,9.2,2.4,7,3,2,0,6,6.8,2.5,10.19,68.54
0,13,7,0,2,0,5,6.5,2.8,6,2,1,0,6,4.3,3.7,7.29,52.37
1,9,7,0,1,0,7,8.3,2.8,7,0,0,0,7,8.1,2.1,2.25,47.41
1,2,7,1,0,0,5,8.3,2.4,7,3,1,0,5,9,2.3,0.5,54.4
1,13,7,0,1,0,7,6.8,2.4,7,1,0,0,7,2.8,2.6,4.14,43.3
0,8,7,3,0,1,0,9.7,4.1,7,5,0,0,0,6.2,3.2,30,92.68
0,1,7,0,1,0,7,5.4,2.6,7,0,0,0,7,4.8,2.2,3.6,40.23
0,2,6,0,0,0,1,5.5,0,1,0,0,0,0,0,0,0,15.6
0,10,7,2,2,0,7,7.6,2.5,7,1,2,0,7,5,2.3,9.84,57.46
1,4,7,0,0,0,7,4.7,2.5,7,0,1,0,7,4,2.5,9.71,45.97
1,4,7,0,0,0,6,7.9,3.5,7,0,0,0,7,5,3.6,6,50.77
0,12,7,0,0,0,7,4.6,2.2,7,1,1,0,7,2.1,2.7,4.64,40.26
0,2,7,0,0,0,2,8.1,2.1,6,0,0,0,5,6.7,3,1.14,43.56
0,13,7,0,2,0,7,3,2.4,7,0,2,0,7,8.2,2.8,3.5,43.4
0,8,7,1,0,0,1,8.9,2.9,7,2,0,0,0,5.8,2.9,0,49.93
0,14,4,0,0,0,0,3.4,2.8,0,0,0,0,0,0,0,0,14.91
1,14,7,1,2,0,6,8.6,2.8,7,2,0,0,7,7.2,2.2,3.92,55.24
0,11,6,1,0,0,7,2.9,1.7,6,1,0,0,3,1.15,2.2,0,31.03
1,1,7,0,0,1,5,8.1,3.5,7,0,0,0,7,7.4,2.5,0,46.25
0,9,6,0,0,0,2,4,2.4,6,0,0,0,1,6,2.9,0,36.05
0,11,7,0,1,0,5,8.1,2.3,6,3,2,0,4,9.9,2.4,0.62,53.15
1,9,7,1,0,0,7,5,2.4,7,2,0,0,7,2.7,2.7,6.64,47.89
0,12,7,2,3,0,6,8.6,1.9,7,1,0,0,7,3,2.9,6.64,53.74
0,8,7,6,0,0,3,9.5,3.35,6,4,0,0,1,6.2,4,8.5,72.8
0,5,7,0,0,0,7,4.5,2.3,6,1,0,0,5,2.3,2.5,10.71,45.69
0,9,7,0,0,0,6,6.1,2.4,7,1,1,0,7,6.8,2.5,17.25,60.28
0,11,7,0,1,0,5,9.8,2.3,7,0,0,0,4,7.8,2.1,0,45.42
0,5,6,0,4,0,6,7.8,2.3,7,1,1,0,7,4.9,2.2,5.61,48.26
0,8,6,0,0,0,7,2.4,1.7,2,0,0,0,3,1.15,0,4.64,23.2
0,5,7,0,0,1,6,7.5,2.4,7,0,0,0,6,2.35,2.5,9,46.23
0,7,7,1,3,0,7,4,2.3,7,1,1,0,7,5.9,2.5,3.25,45.47
0,10,7,0,0,0,5,0,2.7,7,2,1,0,5,5.8,3.2,11.35,49.07
0,6,7,1,1,0,5,3.8,4.2,7,3,0,0,7,7.7,3.1,2.64,53.99
0,9,7,1,2,0,7,6.6,2.5,7,1,1,0,6,3,0,4.5,43.11
0,2,7,0,1,0,3,7.7,2.7,6,0,0,1,4,9,2.6,2,48.09
0,9,7,0,1,0,3,9,2.9,7,0,0,2,4,9.7,2.3,0,49.14
1,12,7,0,0,0,5,5.8,2.3,7,0,0,1,6,6.5,2.1,0,39.38
0,3,6,0,0,0,4,6.7,2.4,7,0,0,0,7,3.1,2.1,1.25,36.66
1,2,7,1,0,0,3,7.9,2.3,7,0,0,1,3,9,2,0,46.76
0,13,6,1,4,0,5,7.2,2.8,7,2,4,0,3,5.7,2.9,5.58,55.44
0,1,6,0,0,0,7,2.6,1.8,4,1,0,0,3,0,0,3,24.95
0,1,7,0,0,0,7,6.9,2.9,7,1,2,0,7,6.3,2.8,10.22,55.39
1,1,7,0,0,0,4,7.6,3,7,1,0,0,7,7.7,4,2.4,51.67
1,3,6,1,0,1,4,9.2,3.2,6,1,0,1,3,7.3,3.6,0,52.59
0,7,6,0,1,0,4,8.7,0,0,0,0,0,0,0,0,0,18.33
0,11,6,0,2,0,7,3.3,3,7,2,1,0,7,6.6,4.4,6.71,52.84
0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04
0,8,7,0,0,0,7,7.7,2.3,7,0,2,0,6,6.3,2.4,9.35,51.37
1,13,7,0,1,0,5,9.8,2.25,7,0,1,0,7,9.4,2.2,2.28,50.14
0,14,7,2,3,0,5,5.5,2.1,6,2,0,0,6,1.2,0,7,44.3
1,9,6,0,0,1,1,9,2.6,6,0,0,2,4,8.4,2.2,0,46.24
0,11,7,0,1,1,4,8,2.6,7,0,2,2,5,9.7,2.6,0,49.04
1,3,7,0,0,0,5,8.3,2.2,7,0,0,0,7,9.2,2.8,1,47.42
0,14,6,0,0,0,6,8.6,2.2,7,0,0,0,6,8.2,2.35,0.78,45.1
0,10,7,0,0,0,4,7.4,2.2,4,0,0,0,2,9.1,0,0,37.88
1,4,7,3,1,1,5,9.3,3.3,6,1,1,3,3,8.6,3,16.5,75.98
1,11,6,0,0,0,5,8.4,2.9,7,0,0,0,2,9.7,3.5,2,51.04
0,8,7,0,0,0,7,7.1,2.9,7,0,0,0,6,6.75,2.05,6,49.05
1,13,7,4,0,0,7,8.6,3.35,7,1,0,0,7,8.3,2.4,4.42,61.11
0,14,5,0,0,0,0,8.5,2.3,7,0,0,1,5,7.8,3.2,0,45.04
1,13,7,0,0,0,5,9.2,2.6,7,0,1,0,6,9.4,2.65,2.42,50.72
1,2,7,4,0,0,5,9.1,2.8,7,5,0,2,3,8,2.5,6.28,69.46
1,5,7,4,1,1,5,5.6,3.8,7,3,1,0,7,9.1,2.3,4.64,63.98
1,4,7,1,0,1,5,9.2,3.6,6,1,0,0,4,9.4,2.3,11.39,65.28
1,10,7,2,1,0,6,5,2.2,7,2,0,2,4,4.7,2.9,8.64,55.9
1,5,7,0,0,0,3,8.9,2.85,5,0,0,0,3,9,2.6,0,46.19
0,10,6,0,0,2,4,5.8,3.1,7,0,0,0,11,7.3,2.8,0,43.37
0,12,7,0,0,0,6,5.8,2.2,4,0,0,0,7,9.7,2.2,3.8,45
0,7,7,2,0,0,7,8,2.7,7,0,0,0,7,2.2,2.1,7,48.32
1,1,6,1,1,0,1,8.1,2.5,7,1,1,0,2,2.8,1,3,42.83
0,8,7,0,0,0,2,7.4,3.1,2,0,0,0,0,0,2.3,3,32.1
0,10,6,0,2,0,7,5.9,2.5,7,1,0,0,7,6.7,2.1,3.75,45.66
0,2,6,0,1,1,4,5.9,2.4,6,0,0,6,1,5.9,2,2,41.98
0,2,7,0,0,0,6,8.3,2.5,7,0,0,0,7,9.2,2.3,10,57.87
0,8,5,0,0,0,7,2.8,1.7,3,0,1,0,1,0,2.1,4.64,26.15
0,10,7,0,0,0,7,4.5,2,7,0,0,0,6,1.6,0,5.5,33.11
0,10,7,4,0,0,4,6.1,2.8,6,0,1,0,2,3.8,2.7,7.56,52.02
1,2,6,0,0,0,3,9.6,2.2,7,0,0,0,6,7.5,2.2,2.7,46.92
0,8,7,0,0,0,2,7.9,2.2,6,0,0,0,3,6,4,0,43.3
0,3,7,0,0,1,3,9.8,2.6,6,1,0,0,5,7.4,2.9,0,48.95
0,6,7,0,2,0,6,8.5,2.2,7,1,3,0,7,9,2.3,3.4,52.49
0,3,6,0,0,0,3,0,2.6,6,0,0,0,4,6,2.2,1,31.46
0,2,7,1,1,0,7,3.3,2.3,7,4,0,0,7,1.4,2.3,10.49,50.22
1,12,7,0,2,0,7,6.8,2.9,7,0,3,0,7,9.7,2.3,3.78,50.6
1,4,7,3,0,0,4,4.3,2.3,6,2,0,2,2,6.5,2,3,50.4
0,2,7,0,0,0,4,9.4,2.4,7,0,0,0,6,8.1,2.2,0.56,46.14
0,10,7,2,1,1,6,4.7,2.6,7,1,1,0,7,3.1,2.1,8.5,50.34
0,2,7,0,1,0,6,5.2,2.3,7,3,1,0,7,9.9,2.3,4,53.16
1,9,7,0,0,0,6,3.3,2.1,7,0,0,0,7,2,2.5,4.5,35.15
0,6,6,0,0,0,1,2,1.7,0,0,0,0,0,0,0,0,12.62
0,11,7,0,0,0,5,6,2.1,7,0,4,0,7,7.7,2.1,4.5,45.78
0,14,6,3,0,0,0,6.5,2.3,7,1,1,0,0,7.6,2.3,0,48.64
0,3,6,6,0,6,0,10,8.5,7,7,0,5,2,10,6.5,38,127.87
1,12,7,0,1,0,7,8.3,2.4,7,0,1,0,7,4,2.3,6.64,46.92
1,6,7,0,0,0,0,6.5,2.4,7,1,0,0,1,3.3,0,0,33.66
0,5,7,1,3,0,7,8.7,4.7,7,5,0,2,5,7.75,4,14.7,79.9
0,1,7,0,0,0,6,6.5,2.4,7,2,2,0,7,9.9,2.5,3.5,53.22
1,6,4,0,0,0,6,8.1,2.2,3,0,0,0,6,2.5,0,5.14,33.88
0,2,7,4,2,0,7,4.1,1.9,7,1,1,0,7,1.1,2.3,10.2,50.57
0,12,7,0,1,0,1,7,0,7,0,1,0,0,0,2.3,0,28.09
0,3,7,0,0,0,7,5.7,2.55,7,0,0,0,7,8.1,2.28,3.4,45.04
1,7,7,2,1,2,4,8.3,2.5,7,0,0,0,10,7.5,2.3,0,49.67
0,9,7,1,0,0,6,8.8,2.8,5,0,0,2,4,9.3,2.5,0,49.94
0,2,7,0,0,0,3,6.8,2.7,7,0,0,0,0,7.1,2.1,0,40.96
0,11,7,0,4,0,6,7.1,2.3,7,4,2,0,7,7.6,2.4,7.32,58.77
1,5,7,5,0,1,5,9.7,5.2,7,2,3,4,3,9.1,4.1,15.15,86.52
0,3,6,2,0,0,3,6.1,2.2,3,0,0,0,0,0,0,0,27.38
1,6,7,0,0,4,2,9,2.7,7,0,0,0,7,7.8,3.5,24,73.31
1,2,7,0,0,0,5,8.4,2.5,7,0,0,0,7,10,2.2,8,56.97
1,1,7,0,2,0,6,8.6,3.5,7,1,1,0,5,7.2,2.6,6,56.19
0,6,6,1,2,0,4,8.4,2.2,6,1,0,0,3,6.3,2.5,0.14,46.68
0,2,7,0,2,0,4,7.3,2.3,7,1,0,0,5,9.5,2.1,0.5,47.38
0,1,7,3,1,0,5,6.1,2.5,7,4,0,0,5,4.5,2.4,0,51.1
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11
0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46
0,4,7,0,1,0,6,6.5,3.2,7,2,0,0,7,5.9,3.1,1.5,48.23
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,7,3,3,0,6,9.5,5.1,7,2,3,0,7,9.4,5.2,8.92,78.32
1,2,7,0,1,0,7,6.7,2.6,7,1,1,0,6,5.7,2.2,8.43,50.8
0,2,7,0,1,0,6,8.9,2.3,7,0,0,0,7,10,2.3,10,59.61
0,11,7,0,0,0,6,6,3.7,7,1,0,0,7,7.8,2.4,4.5,50.46
0,3,7,2,2,3,3,9.9,2.2,7,1,1,0,7,8.4,3,3,59.39
1,4,7,0,0,0,6,9.3,2.2,7,1,1,0,2,9.7,2.2,0.28,49.7
0,5,7,0,2,0,6,5.9,3,7,1,0,0,7,8.7,2.25,3.5,49.41
0,1,6,0,0,0,3,3.2,2.1,7,0,0,0,5,4.6,2.1,2,34.17
1,6,7,2,2,5,1,6,5.1,7,0,0,2,9,5.4,2.8,22.64,74.41
0,7,7,5,1,1,6,4.9,2.5,7,3,1,0,7,5.2,2.05,1.39,53.5
0,7,7,0,0,0,4,8.4,2.15,7,0,0,0,6,7.6,2.3,0.5,43.94
1,11,7,0,2,0,7,7.4,2.6,7,0,0,0,7,4.6,2.2,8.5,48.91
0,5,6,4,0,1,5,5.9,3.7,7,1,0,0,4,5.9,2.4,0,50.71
0,5,6,1,1,0,6,7.8,2.5,7,1,0,0,7,9.3,2.4,1.25,51.26
0,1,6,0,0,0,5,3.2,2.3,7,1,1,0,6,2.2,0,1.5,30.02
1,12,7,4,3,3,4,9,4.45,7,4,3,3,4,9,3.3,25.85,96.98
0,14,7,1,4,1,4,6.8,2.6,7,5,2,0,7,8.4,2.5,18.16,74.85
0,7,6,0,0,0,2,1,2,6,0,0,0,5,4.6,2,2,30.78
0,1,7,0,0,0,1,5.1,2,7,0,0,0,1,5.5,2.1,0,35.5
0,3,7,2,1,0,2,9,3,7,0,1,0,0,6.7,2.8,0,49.51
1,3,7,0,0,0,7,3.4,2.9,7,1,0,0,7,2.9,2.7,9.56,45.45
0,7,7,1,3,0,7,8.4,2.5,7,2,1,0,7,8.4,2.2,5.9,58.6
1,8,7,0,0,0,7,7.2,2.7,7,0,0,0,7,2.2,2.9,8.64,45.99
0,5,7,0,2,1,4,6.9,2.6,7,0,0,0,1,8.2,2,2,45.22
0,12,7,0,0,0,7,2.6,1.8,6,1,1,0,4,0,2,5.64,33.11
0,5,7,7,0,4,2,9,3.9,7,4,1,2,4,9.5,6.1,25.5,102.14
1,3,7,1,1,0,5,4.3,3.2,6,2,0,0,6,5.1,2.1,3,45.97
0,13,7,4,2,0,6,7.9,2.55,7,3,2,0,2,5.7,2.4,3.45,59.11
1,3,7,1,0,1,6,6.2,3,7,0,1,1,5,3.4,2.9,7.89,49.98
1,3,7,3,0,0,6,6.7,2.4,7,0,0,0,6,5.25,3,6,52.72
0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87
0,11,7,1,0,0,3,9.5,2.7,7,2,0,0,0,5.8,2.2,3.5,52.75
0,13,6,0,0,0,5,4.4,2.4,7,0,2,0,6,7.4,3.7,4,45.14
0,3,7,1,0,1,4,5.2,3.2,7,0,0,0,7,7.7,2.1,5.56,49.43
0,9,7,0,1,0,5,2.2,2.4,7,0,2,0,1,6.4,2.4,4,39.08
0,9,7,2,0,1,6,5.8,2.7,7,0,0,0,7,7.8,2,6.14,52.01
0,7,7,0,0,0,5,4.2,2.6,7,1,0,0,7,2.2,2.53,12.21,47.34
0,4,7,3,2,0,7,7.7,3,7,1,0,0,7,2.4,2.1,8,54.26
0,5,7,0,0,0,6,8.4,2.6,7,4,1,0,2,6.2,2.9,7.5,58.56
0,11,7,0,0,0,7,8.1,2.1,7,0,1,0,7,8.6,2,4.75,48.88
0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63
0,3,7,1,0,0,6,7.8,2.4,7,0,1,0,7,5.7,2.1,10.8,53.73
1,4,7,1,0,0,6,2.8,2.1,7,1,0,0,7,1.3,2.8,6.14,39.93
0,4,7,0,2,0,6,6.7,2.5,7,0,1,0,7,8.6,2.3,3.48,47.44
0,12,7,0,0,0,2,7.1,2,6,0,0,1,5,8.5,2,0,42.08
1,3,6,2,0,0,6,9.8,2.2,7,1,0,2,4,10,2.2,0,55.12
0,5,7,2,2,0,6,8.7,3.1,7,1,3,0,6,8.6,2.9,2.14,57.88
0,8,6,0,0,0,5,5.4,2.6,7,0,0,0,9,5.7,2.8,2.58,41.63
0,1,7,0,0,0,7,5.2,2.6,7,0,0,0,7,7.1,2.5,2.5,42.74
0,6,6,0,0,0,6,5,1.9,4,0,0,0,3,1.6,2.25,0,29.07
0,10,7,0,0,0,3,9.4,2.15,7,0,1,0,2,9.4,2.65,0,47.33
0,11,7,0,0,0,6,4,2.7,7,0,3,0,6,9.1,2.4,5.5,47.32
0,2,7,0,0,0,7,7.1,2.7,7,0,0,0,6,5.8,2.2,7,48.47
0,5,6,0,0,0,6,8.2,2.6,7,1,0,0,7,3.25,2.8,6,47.48
0,1,7,1,0,0,3,4.8,2.3,7,2,0,0,6,2.4,2.1,5,43.76
0,11,7,0,1,0,5,9.7,2.35,7,0,1,0,7,8.5,2.35,4,51.05
1,9,7,1,0,0,7,6.4,2.1,7,0,0,0,7,2.4,2.4,12.21,49.84
0,3,7,0,0,0,6,8.6,2.8,7,0,0,0,6,8.2,2.48,0.5,46.54
0,7,7,0,0,0,2,9.4,2,7,0,1,0,6,9.4,2.1,0.42,46.74
0,8,7,5,2,0,7,4.4,1.9,7,1,0,0,3,1.1,2.5,6.5,48.19
