Gender,Class,NrPS1,NrPSM1,NrPSA1,NrPCA1,NrPC1,NET1,NL1,NrPS2,NrPSM2,NrPSA2,NrPCA2,NrPC2,NET2,NL2,BS,PF
0,2,7,0,0,0,3,7.4,2.5,7,0,0,0,6,7.2,2.8,2,45.1
0,3,7,0,1,1,5,8.3,3.6,7,1,0,0,13,6.1,3,0,48.67
1,13,7,2,0,0,7,8,3,7,0,1,0,7,4.2,2.6,9,54.84
0,3,7,1,0,0,6,5.1,2.2,7,0,0,0,7,7.8,2.38,3,45.18
0,11,7,4,1,3,4,10,3.9,7,5,1,4,3,6.1,4.8,17,88.82
0,11,7,1,3,1,2,9.5,4.6,7,2,2,0,0,9.4,2.8,25,85.08
0,5,6,0,0,0,7,5,2.5,6,0,0,0,6,2,3.3,6.64,40.72
0,8,7,2,1,0,7,4.7,2.4,7,1,0,0,4,3.2,2.7,8.5,50.1
0,7,7,0,1,0,7,4.3,2.25,7,0,0,0,6,8.5,2.4,3.14,43.29
1,2,7,1,0,0,6,6.2,4.9,7,0,0,0,7,8,3.8,3,54.01
0,10,5,0,0,0,2,8,2.1,6,0,1,0,5,5.6,2,9.35,47.58
1,14,7,1,1,1,4,3.3,4,6,2,1,1,3,6.7,2.3,0,46.63
0,7,7,0,1,0,7,4,3,7,1,1,0,6,5,3,3.5,43.72
0,11,4,0,0,0,0,9.2,0,1,0,0,0,0,9.8,0,0,31.14
0,9,7,1,1,0,7,5,2.4,7,0,0,0,7,2.6,2.6,11.64,48.68
0,9,7,0,0,0,6,5.4,3.4,7,0,0,0,7,8.1,2,3.25,45.44
1,3,7,4,3,0,7,8.5,4.1,7,2,3,0,7,7.7,2.7,12.51,73.93
1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,7,0,1,0,6,7.3,2.45,7,0,0,0,7,9.3,2.75,3.14,49
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,0,1,0,7,7.1,3.7,7,0,0,0,7,5.8,3.2,5,49.93
0,6,7,0,1,0,7,8,2.2,7,0,1,0,6,2.2,2.3,8.3,45.05
0,5,7,0,0,0,5,9.7,4,7,2,1,0,6,8.8,4.2,1.56,59.25
0,9,7,0,0,0,7,8.6,2.3,7,0,0,0,7,7.5,2.1,4.5,48.27
0,3,7,0,0,0,7,8,2.5,7,0,0,0,7,2.25,2.5,8,45.44
0,12,6,0,0,0,0,4.8,2,3,0,0,0,0,5.9,2,0,32.11
1,7,7,0,4,0,5,9.7,5.2,7,1,2,0,7,10,3,1.28,59.81
1,7,7,3,2,0,3,8.7,4.2,7,4,2,0,3,6.7,2.8,0,61.35
0,10,7,1,1,2,4,6.8,2.6,7,1,0,0,11,8,2.5,1.5,50.66
1,4,7,0,1,0,7,3.5,2.2,7,1,0,0,7,5,2.7,8.71,46.7
0,13,7,0,0,0,7,5.5,1.9,0,0,0,0,0,0,0,0,0
1,5,7,1,0,0,6,8.3,2.8,7,0,0,0,7,9.3,2.3,1.39,50.35
1,8,7,1,0,0,6,6.7,2.6,7,1,0,0,7,7.6,2.3,5.9,52.56
1,2,7,0,0,0,6,7.7,2.2,7,1,0,0,7,8.6,2.1,3.5,49.44
0,12,7,0,1,0,6,8.2,2.4,7,0,1,0,7,6.8,2.1,2.42,45.19
1,2,7,2,2,0,7,6.8,3,6,2,2,0,6,6.3,2.3,6.64,58.45
0,1,7,6,0,2,5,9.6,3,6,3,1,1,3,8.4,3.2,21.06,87.02
1,5,7,3,3,3,4,9.7,3,7,7,0,1,6,9.1,2.8,19.74,87.95
1,13,7,0,0,0,6,9.6,3.6,6,1,1,0,5,9.6,3.1,0,53.47
0,14,7,0,0,0,5,2.8,2.2,3,0,0,0,3,0,0,3,22.81
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,7,0,0,0,7,8.6,2.5,7,0,0,0,7,4.8,2.6,11,53.31
1,11,7,0,0,0,6,8.3,2.4,7,0,3,0,7,9.6,2.4,4.5,51.86
1,4,7,0,0,0,6,6.9,3.7,7,0,0,0,7,5.9,2.4,4.25,46.79
0,5,0,0,0,0,0,0,2.2,4,0,0,0,0,4.2,0,0,14.64
0,2,7,0,1,0,1,2.4,1.6,6,1,1,0,2,1.4,2.2,3,31.71
0,11,7,0,0,0,3,9.6,2.7,7,0,0,2,1,7.4,2,0,45.78
0,12,7,1,3,0,7,9.2,3.3,7,2,3,0,2,7,3.1,4.5,59.64
0,3,6,0,0,0,2,7.5,2,6,0,0,0,3,8.4,2.1,0,41.47
1,12,7,0,0,1,5,6.9,2.3,7,2,0,0,7,5.9,3.3,0,46.38
1,4,7,0,0,0,0,4.8,2.4,6,0,0,0,1,6.7,3.8,3,43.04
0,8,7,0,0,0,7,6.3,2.4,7,0,0,0,7,4,2.8,8.64,46.89
0,14,7,0,0,0,6,7.8,1.2,7,0,0,0,6,7.2,1.55,0.64,40
0,11,7,0,0,0,6,7.4,2.3,7,0,2,0,7,8.8,2.3,3.25,47.85
1,8,7,0,0,0,6,8.7,2.15,7,0,0,0,7,8.7,2.05,3.5,48.47
0,12,7,0,0,0,5,7.5,2.1,6,0,0,0,7,9,2.2,2,45.73
1,7,5,0,0,0,2,9.9,2.8,5,0,0,0,6,6.9,3.2,0,45.7
0,12,7,0,1,0,6,9.4,2.3,7,1,0,0,6,5.2,2.3,8.77,53.18
0,11,6,0,0,0,3,2.3,2.2,7,4,1,0,3,8.3,2.7,3.5,47.93
0,13,7,4,0,1,6,8.6,3.5,7,4,0,0,7,8.6,2.13,5.5,68.08
0,3,7,0,0,0,7,7.5,3,7,0,0,0,6,6.9,2.48,6,49.46
1,11,7,1,2,0,1,9.7,4.3,7,2,2,0,0,8.5,3.1,0,58.27
1,2,6,0,0,0,4,8,2.1,6,1,0,3,3,8.7,2.1,0,46.92
0,13,7,3,1,0,7,4,2.1,7,1,0,1,6,10,4.1,31.75,93.96
1,14,7,0,0,0,6,6.7,2.2,7,0,1,0,7,4.1,2.2,7.35,45.07
0,14,5,2,0,0,4,5.8,7,7,2,1,2,5,10,8.9,34,106.3
0,12,3,0,0,0,0,9.1,2,1,0,0,0,0,0,0,0,21.18
1,3,7,0,0,0,6,7.6,3,7,0,0,0,6,8.7,2.9,0.28,46.78
0,2,7,0,0,0,7,5.1,2.4,6,0,0,0,7,6.4,2.3,11.43,49.54
0,14,7,0,0,0,7,3.3,2.5,6,1,2,0,7,3.3,2.3,3.5,38.41
0,10,7,0,0,0,7,4.4,1.9,7,2,0,0,7,1.9,3.2,10.85,47.97
0,10,7,1,1,0,7,7.4,3.1,7,0,0,0,6,7.1,2.5,2.75,49
0,6,7,2,1,0,7,7,2.4,7,0,2,0,7,8.7,2.1,1.39,49.75
1,3,7,1,3,1,4,8.4,4.5,7,0,5,0,1,7.6,3.3,0,53.86
0,5,7,0,0,0,7,2.9,2.1,5,0,0,0,5,2.1,0,9.57,34.86
0,14,6,1,0,0,0,0,2.3,1,0,0,0,0,7.5,0,0,24.48
1,11,7,1,1,0,4,9.7,3.3,7,1,3,0,7,9.5,4.6,2.78,61.83
1,10,7,1,4,0,7,5.4,2.7,7,3,1,0,7,8,2,3.25,53.73
1,13,7,0,1,0,4,9.3,4.4,7,0,1,1,0,9.3,3.5,0,53.15
0,1,7,0,0,0,7,5.5,2,7,1,0,4,3,4.6,2.3,0,39.86
0,14,7,1,3,0,5,1.5,2.3,7,2,3,1,6,7.2,2.3,4.75,48.09
0,4,7,0,1,0,7,6.4,2.3,7,1,0,0,6,8.9,2.2,3.8,48.98
0,5,7,0,3,0,7,9.5,5.25,7,1,2,0,7,9.6,4.8,24.5,85.37
1,1,7,2,1,0,0,6.8,2.3,7,0,0,0,2,7.5,2.2,1.28,46.63
0,7,7,0,0,0,7,8.4,2.35,7,0,0,0,7,8.2,2.3,6.14,50.97
0,13,7,2,2,1,5,9.5,3,5,0,0,2,0,5.3,2.7,0,49.12
0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.73
0,12,7,0,0,1,4,7.8,2.4,7,0,0,0,10,6,2.7,1,43.7
0,13,6,0,0,0,7,4.4,2.2,7,0,3,0,5,7.4,2,1.5,39.68
0,4,7,3,2,0,7,9.3,5.2,6,4,1,1,5,9.4,4.73,19.64,90.77
0,13,7,0,0,0,6,4,2.1,7,0,1,0,7,7.6,2.4,1.5,39.88
0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15
0,5,7,0,1,0,6,8.9,2.2,7,0,0,0,7,8.9,2.33,3,49.19
0,4,7,0,0,0,5,5.2,2.2,7,0,0,0,6,7.7,2.3,0.75,40.47
0,6,7,0,0,2,3,7.3,2.4,2,0,0,0,0,0,0,1.5,26.74
0,14,7,3,0,0,7,8.1,3,7,0,0,0,6,6.75,2.7,23,74.36
0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,6.35
0,9,6,0,0,0,5,5.7,2,1,0,0,0,2,6.2,2,0,31.22
0,2,7,0,0,0,5,8.3,2.5,7,0,1,0,7,7.2,2.7,7.5,51.91
1,4,7,1,0,0,4,7.8,2.3,7,1,0,0,6,3.75,2.5,3,46.14
0,4,7,2,0,0,7,7.6,3,7,0,0,0,7,2.45,2.6,6,48.47
0,6,3,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,16.58
0,8,7,0,0,0,7,2.3,1.7,3,0,0,0,3,1.3,0,4.64,25.01
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,7,0,0,0,6,8.4,2.9,7,0,0,0,6,8.3,2.25,0.64,46.32
0,14,7,0,1,0,6,7.5,2.8,7,1,0,0,7,6.9,2.2,3.5,48.43
0,3,7,1,0,0,7,8.4,2.8,7,0,1,0,7,6.8,2.9,18.56,65.79
1,10,7,1,2,0,7,7.3,3.5,6,2,1,1,4,8,3.7,14.61,69.44
0,9,7,1,0,0,6,5.4,3.1,7,0,1,0,3,3.3,2.7,0.56,39.47
0,10,6,0,0,0,4,6.2,2.4,5,0,0,1,3,6.2,2,0,37.91
0,8,7,1,0,0,7,7.3,2.7,7,0,0,0,7,6.8,2.4,24,68.66
0,6,7,0,2,0,7,8,2.2,7,1,0,0,7,7.9,2.1,5.64,51.58
1,12,7,4,1,0,7,7.8,2.3,7,4,0,0,6,4.1,2.9,6.5,62.42
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32
0,4,6,0,0,0,0,4,2.1,5,0,0,0,0,6.2,0,0,29.9
0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04
0,3,7,2,1,0,6,7,2.3,7,2,0,0,5,7.4,2.3,0.78,51.24
1,10,7,0,0,0,7,6,3,7,1,0,0,7,9.5,2.2,3.3,49.89
0,2,5,0,0,0,0,2.5,0,3,0,0,0,0,4.6,0,0,20.18
1,10,6,0,0,0,6,3.3,2.5,5,3,0,2,4,6.1,2.9,7.22,49.79
0,10,7,0,0,0,7,7.5,2.2,7,0,2,0,7,3.1,3.1,6.2,45.13
0,2,6,3,0,0,6,8.9,2.8,7,4,2,1,5,2.5,2.4,11,64.86
0,12,7,2,4,3,3,8.9,6.4,6,2,3,3,3,9.2,3.3,42.75,112.37
1,2,7,0,2,0,5,6.9,2.3,7,1,0,0,5,9.7,2.4,0,47.23
0,8,7,0,0,0,7,4.8,2.6,6,0,0,0,3,1.08,2.4,6.14,37.58
0,11,7,0,0,0,4,9.5,2.5,6,2,0,0,2,4.8,2.1,6.15,51.2
0,8,7,0,0,0,6,7.8,2.1,6,0,0,0,7,6.7,2.5,3.14,45.02
0,14,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.89
0,2,7,0,0,0,0,8.3,2.1,6,0,0,0,2,8.7,2.4,2.28,46.08
1,9,7,1,1,0,6,5.7,3.3,7,0,1,0,6,7.8,3.1,1.5,47.97
0,2,7,0,0,0,5,6.9,2.3,7,1,2,0,5,3.8,2.15,6,45.98
0,11,6,0,1,0,5,9.3,2.55,6,2,0,0,5,6.8,2.05,7.37,54.67
0,14,6,0,0,0,7,8.4,2.5,7,0,0,0,7,2.3,2,11.08,48.2
0,9,7,0,1,0,7,8,2.5,7,0,0,0,7,7.3,2.2,2.75,46.18
0,5,7,1,0,0,6,2.4,2.4,6,1,1,0,5,1.08,3,13.21,46.63
0,4,7,4,0,0,6,4.4,2.2,7,1,0,0,7,1.7,2.7,7.78,49.59
1,7,7,1,0,5,0,4.5,3.8,7,3,0,0,12,6.6,3.3,1,53.38
0,10,7,0,1,0,7,8.7,2.65,7,1,0,0,6,8.5,2.18,1,49.13
1,13,7,0,1,0,5,8,0,6,0,0,0,5,9.8,2.2,0,41.46
0,13,7,0,0,0,2,9.7,2.45,5,0,1,0,0,9.4,2,0,45.82
0,13,7,0,0,0,6,5.3,2.4,5,0,0,0,6,2.5,0,3.14,32.46
0,8,6,0,0,0,0,5.9,2.8,6,0,0,0,0,3.7,2.7,0,35.97
0,1,7,1,1,0,5,8.3,2.5,6,1,0,0,7,4.4,2.5,3.1,48.19
0,10,6,0,0,0,0,3,2.1,3,0,0,0,0,0,2,0,22.45
0,10,7,0,1,0,4,5.5,2.8,7,2,0,0,5,8.3,3.05,0,47.41
1,6,3,0,1,0,0,8.8,2.1,3,0,0,0,1,7,0,0,32.51
0,8,7,1,1,0,7,7.3,2.6,7,1,0,0,6,2.1,2.1,8.25,48.72
0,7,7,0,0,0,7,8.5,2.5,7,2,0,0,7,5.6,2.05,4.74,50.47
1,11,7,0,2,0,6,8.4,3.1,7,3,0,0,7,7.2,2.2,3.5,54.51
0,2,7,1,1,0,5,6,4.4,7,0,0,0,7,8,3.5,1,50.58
0,11,7,3,3,0,0,3.2,4.3,2,1,0,0,0,0,4.1,0,38.55
0,12,7,0,0,0,7,3.9,1.5,4,1,0,0,5,1,2,4.5,32.97
0,13,7,5,0,1,6,8.7,3,7,3,0,0,7,8.3,2.23,3.78,65.12
0,14,2,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,15.24
0,7,7,1,4,0,7,5,2.1,6,2,0,0,5,1.8,2.5,22.5,62.27
0,13,7,2,0,3,2,10,6.3,7,1,0,0,7,8,4.5,0,64.87
0,2,5,0,1,0,1,5.5,2.2,2,0,0,0,0,4.7,0,0,26.34
0,7,7,0,0,0,1,5.3,2,4,0,0,0,1,6,2.4,2,37.16
0,11,7,3,3,0,7,5,3.5,7,1,2,0,7,4.8,3.1,6,55.8
0,5,7,0,1,0,0,0,0,6,2,0,0,3,2.2,2.4,3,29.04
1,5,7,2,2,1,6,8.6,3.9,7,0,0,1,6,9.3,3.7,3.74,61.15
0,2,6,3,1,2,4,7.7,4.6,7,2,1,0,7,7,5.1,22.5,85.16
0,14,7,0,1,0,1,8.4,2.45,3,0,0,0,0,0,0,0,26.92
0,4,7,0,0,0,7,4.8,2.2,6,0,0,0,5,1.3,0,4.64,32.06
0,2,7,0,0,0,7,6,2,6,0,0,0,6,5.5,0,0.5,33.81
0,6,7,0,0,0,7,8.2,2.6,7,0,1,0,7,7.6,2.1,1.25,45.31
1,13,6,0,0,0,7,7.8,2.5,6,0,0,0,7,2.8,2.4,6.28,43.42
0,10,7,0,0,0,7,7.5,2.5,7,0,1,0,6,2.1,2.1,6,42.09
0,11,7,0,1,0,7,8,3.3,6,1,0,0,6,7.3,2.1,6,53.65
0,13,7,0,1,4,2,7.1,2.2,7,0,1,0,10,8.3,2.25,0,45
0,14,7,0,0,4,2,7,3.7,7,1,2,0,6,6.6,2.15,2.74,50.12
1,6,7,0,1,0,7,8,2.7,7,0,0,0,7,2.5,2.8,8,46.76
1,1,7,3,3,0,7,6.8,4.2,7,1,4,0,7,9.6,2.6,9,67.48
1,4,7,0,0,0,7,3.5,2.2,6,3,0,1,6,2.3,2.8,7.07,45.14
0,3,7,0,1,0,5,9.5,2.7,7,0,0,0,3,8.4,2.5,0,47.12
1,10,7,5,0,0,5,9.7,4.85,7,4,2,2,5,9.5,3.8,7,79.4
0,9,7,2,1,1,6,7.1,3.15,7,2,0,0,6,8.5,3,2.5,57.83
0,7,7,6,0,2,5,9.6,3,6,4,2,1,3,5,2.5,10,72
1,4,6,0,0,0,1,7,2.5,5,0,0,0,5,8,2.2,1.5,42.53
1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.63
0,2,7,0,2,0,6,8.4,2.1,7,1,0,0,3,7.8,2.1,3.14,48.92
0,4,5,0,0,0,1,4,2.1,7,7,0,1,5,5,2.1,4,47.45
1,14,7,0,2,0,6,8,3.2,7,0,2,0,7,9.7,2.75,2,51.27
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,7,1,1,0,6,7.1,2.3,7,0,0,0,7,8.4,2.28,3.2,48.92
0,13,7,0,0,0,7,8.5,3.2,7,1,0,0,7,3.2,2.5,10,53.03
0,12,7,0,0,0,7,7.3,2.2,6,2,0,0,7,3.3,3.1,3.64,45.96
1,14,7,2,1,0,2,3.8,2.4,7,4,1,0,5,7.3,2.7,2,52.4
0,12,7,0,0,0,6,4,2.6,7,0,1,0,6,8.7,2.6,4.14,45.05
0,7,7,1,0,0,7,4.6,3,7,2,1,0,7,7.2,2.4,3.64,50.44
0,5,7,0,0,0,6,7.1,3.3,7,1,0,0,7,9,2.3,2.8,50.76
0,11,7,6,1,3,3,10,4.8,7,3,0,1,3,6.7,2.8,18.75,86.04
0,12,7,0,0,0,7,8.6,2.6,7,1,0,0,7,2.7,2.3,5.14,46.09
1,3,7,0,0,0,6,8.7,2.8,7,0,0,0,6,9.3,2.2,1.25,48.3
0,3,7,0,0,0,7,3.3,2.11,5,0,0,0,5,1.6,2.2,0,28.46
0,1,7,1,0,0,4,5.8,2.5,7,1,1,0,5,2.5,2.25,4,42.96
0,11,7,1,1,0,6,8.8,2.2,6,0,0,0,5,8,2.1,0,46.27
0,6,7,0,0,0,2,6.2,2.4,4,1,0,0,1,5.7,2.6,0,39.2
0,9,7,1,0,0,6,4.6,2.2,7,2,0,0,7,8,2.43,3.5,49.59
0,9,7,1,1,0,7,6.9,2.4,7,0,0,0,7,4.6,2.3,4,45
0,3,6,6,0,0,4,7.1,3.6,7,6,0,0,2,7.5,2.3,0,62.34
0,13,7,0,0,0,6,8,2.6,7,0,0,0,7,2.4,2.01,11.75,48.87
0,13,7,0,0,4,1,8.7,2.15,6,0,0,0,8,7.5,2.3,0,45.07
0,4,7,2,4,0,6,9.1,3.75,5,0,0,0,2,6.8,3.4,3.14,55.74
0,6,7,0,1,0,4,7.2,2.15,7,0,0,0,6,8.3,2.1,4.78,47.38
0,1,7,0,0,0,4,4.8,3.5,7,0,0,0,7,4.1,2.1,0,36.65
1,10,7,0,1,2,4,7,3,7,0,1,1,3,7.8,2.5,2,47.51
1,12,7,3,1,0,5,9.8,4,7,2,3,0,7,9.6,2.4,1,63.55
0,6,6,0,0,0,6,9,2,6,0,1,0,7,6.1,2,0.7,41.71
0,14,7,0,0,0,7,7.9,3.2,6,1,0,0,7,2.4,2.3,3,43.24
0,7,7,1,0,0,7,8.6,2.65,7,0,0,0,7,8.3,2.1,3.5,51.05
0,7,7,1,0,0,5,9.3,3,7,1,2,0,7,8.8,2.9,1.56,55.23
0,4,7,0,0,0,5,7.8,2.35,7,2,0,0,3,5.1,2.2,2.29,46.08
0,2,7,1,1,1,2,6.7,3.2,7,1,1,2,4,6.8,2.3,0,48.45
0,5,6,2,0,0,0,8.4,3,7,1,0,0,0,7.9,2.8,0,51.46
0,3,7,0,0,0,6,4,2.2,7,0,0,0,7,8.5,2.7,3.5,43.57
0,13,7,0,1,0,5,7.6,2.3,7,0,1,1,1,9.7,2.2,0,45.72
0,2,7,0,1,0,7,3.1,2.3,6,1,1,0,5,1.5,2.2,4.64,36.24
0,6,7,0,0,0,4,9.7,2.1,6,0,0,0,3,8.7,2,0.14,45.31
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6.97
1,5,7,1,0,0,6,5.4,3.5,6,0,0,0,6,8.1,2.6,1.3,46.38
1,5,7,0,0,0,6,4.2,2.2,7,0,1,0,7,9.6,2.5,4.4,45.88
1,13,7,0,3,0,7,9,3.5,7,0,4,0,7,7,2.9,5,53.87
0,10,7,0,1,0,7,8.6,2.5,7,0,0,0,7,8.1,2.25,4.14,49.41
0,12,6,0,0,0,0,3,2.65,7,2,0,0,2,10,2.2,0,43.61
0,1,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,13.72
0,14,7,1,0,0,7,3.2,2.3,7,0,0,0,7,7,2.1,0.5,39.06
0,6,3,0,0,0,2,9.5,2.05,3,0,0,0,4,6.1,2.25,2.08,38.38
0,3,6,0,0,0,0,8.7,2.05,3,0,0,0,0,0,0,0,26.2
1,13,7,1,5,0,5,8.5,3.2,7,4,3,0,2,5.8,2.7,5,60.51
0,9,7,1,1,0,6,5.9,2.5,7,0,0,0,7,8.8,2.2,4.07,49
0,7,3,0,0,0,1,0,2.2,0,0,0,0,2,0,0,0,8.45
0,4,7,1,0,0,3,5.8,2.7,7,1,0,3,4,5.9,2,4,48.15
1,1,7,1,1,0,7,5.8,2.7,7,1,1,1,6,5.7,2.2,9.35,53.67
0,13,7,0,1,1,5,8.1,3.1,6,0,0,3,1,6.9,2.2,0,45.19
0,10,5,0,0,0,4,0,2.2,4,0,0,0,1,0,0,0,16.09
1,13,6,4,1,0,5,9.7,4.1,5,1,0,0,5,9.3,2,1.14,59.54
0,6,7,0,0,0,7,7.8,3,7,0,0,0,7,2.6,2.4,10,48.44
0,7,7,0,0,0,6,2.2,2.1,7,0,0,0,7,2.1,2.25,10.71,39.56
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,4,0,0,0,0,6.9,2.2,0,0,0,0,0,0,0,0,18.02
0,10,7,1,2,0,7,8.8,2.5,7,0,0,0,5,8.3,2.18,1.64,49.75
1,13,7,1,0,0,6,8.2,2.6,7,0,0,0,5,2.4,2.2,12,51.66
0,12,3,0,0,0,0,4,2.5,0,0,0,0,0,0,0,0,14.05
0,6,6,0,1,0,7,4.4,2.7,7,2,0,0,4,5.1,2.5,6.71,48.18
0,2,7,1,0,0,7,7.8,2.6,7,0,3,0,7,5.8,2.5,6,51.58
1,4,7,2,1,0,6,8.1,2.6,7,0,0,0,5,3,2.4,6,48.99
1,1,7,0,0,0,5,7,2.2,7,0,0,0,6,6,2.4,2.98,43
0,7,7,0,0,0,7,2.4,1.6,7,2,0,0,7,1.8,2.55,7.71,40.37
0,13,0,0,0,0,0,0,0,5,0,0,0,5,1.9,2.2,1.5,29.27
0,7,7,1,1,0,7,4,2.1,7,2,0,0,7,1.8,2.85,10.21,48.85
0,10,7,0,0,0,7,2.8,1.7,5,0,0,0,5,1.4,2.1,6.5,33.17
0,6,7,4,2,0,4,6.4,2.6,6,1,0,0,3,6.1,2.43,3.28,53.08
1,3,7,1,0,0,7,4.8,2.7,7,1,0,0,6,5.25,2.5,9,51.56
0,14,6,0,0,0,6,7.2,2,7,0,0,2,5,9.4,2.5,0,45
0,3,7,0,0,0,7,7.4,2.4,7,0,0,0,7,4,2.5,12,51.14
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,7,0,0,0,5,8.4,2.3,7,1,1,0,5,2.5,2.6,6,46.29
1,3,7,0,0,0,6,7.4,3.1,7,1,1,1,6,8.2,3,12.51,61.52
0,2,7,2,1,1,6,8.8,3.2,7,2,1,1,6,6.5,2.3,18.35,73.04
0,13,6,0,0,0,7,5.5,0,7,2,0,0,6,10,6.6,31.96,105.56
0,10,6,0,0,0,1,3.9,2.3,5,0,0,0,1,0,0,0,22.67
1,3,6,3,1,0,7,8.4,2.9,7,4,3,0,7,8.8,3,15.51,77.55
1,4,7,6,0,2,4,9.8,3.4,7,6,1,1,6,7.5,3,9.29,78.56
0,13,4,0,0,0,0,7,0,0,0,0,0,0,2.7,0,0,18.1
0,9,7,0,0,0,6,5.9,2.3,7,0,0,0,7,5.9,2.1,1.5,39.82
1,9,6,0,0,0,3,8.4,3.25,6,0,0,0,3,8.6,2.5,2.42,48.66
0,7,7,0,1,0,1,8.4,2.2,7,1,1,0,4,8.3,2.5,1.42,48.41
0,6,7,1,0,0,2,9.2,2.6,6,1,0,0,0,8.9,3,0,51.66
0,11,7,1,2,0,1,7.2,4.2,7,0,1,0,2,6.6,2.8,0,47.53
0,8,7,0,0,0,4,8.8,2.5,6,2,0,0,1,5.6,2.3,0,45.67
0,8,7,0,1,0,7,7.3,3.2,7,1,0,0,7,7.1,2.1,8.85,54.38
0,13,7,0,1,0,7,3.7,1.7,7,2,0,0,7,4.6,2.7,5.58,50.44
0,13,7,1,0,0,7,7.4,2.3,7,0,0,0,7,2.3,2.2,11,49.21
0,4,6,0,0,0,0,4.7,2.1,2,0,0,0,0,0,0,0,19.77
0,9,7,0,1,0,6,8.6,2.3,7,0,0,0,6,8.6,2.18,0.78,46.06
0,11,7,2,1,0,7,7.2,3.1,7,0,2,0,7,7,2.1,4,51.71
0,3,7,0,0,0,3,7,2.1,7,0,0,0,7,6.9,2.5,2,43.08
0,5,6,0,0,0,7,8,2.5,6,2,0,0,7,5.4,2.1,2,46.07
0,8,7,1,2,0,7,6.7,3.5,7,4,0,0,7,5.7,2.4,9.75,61.66
1,5,6,1,0,0,7,4.3,2.1,7,0,0,0,7,1.8,3.2,11.71,46.41
0,1,7,0,0,0,3,7.3,2.3,7,2,0,0,0,6.2,2,3,46.78
0,10,7,0,0,1,4,6.6,2.15,4,0,0,0,8,8,2.7,0,41.16
0,3,7,1,0,1,4,7.4,3.5,7,3,0,0,6,7.1,3,0,53.84
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11
0,10,4,1,1,0,3,7.6,2.55,7,0,2,0,6,9.1,2.5,2,48.22
1,5,7,0,0,0,4,6.1,2.2,7,1,0,0,6,9.1,2.6,0.3,45.52
0,11,7,5,2,0,6,8.4,2.4,7,5,1,0,5,6.4,2.2,11.5,71.74
0,7,7,3,1,0,6,8,4.7,7,0,0,0,7,5.2,2.2,33.14,84.63
1,14,7,0,0,0,6,8.5,2.3,7,0,0,0,6,8.3,2.1,3.5,48
0,12,7,0,0,2,4,9.3,2.2,7,1,2,0,7,7.6,2.05,0,48.12
1,7,7,3,2,1,6,5.3,2,6,3,1,1,6,5.6,2.1,0.5,50.79
0,10,6,0,0,0,0,5.2,0,3,0,0,0,0,6.8,0,0,26.74
0,8,7,0,1,0,7,8.1,2.4,7,0,0,0,7,2.1,2.4,8.5,45.69
0,8,7,0,1,1,1,7.1,2.3,6,0,0,2,1,5.6,4.9,0,45.14
0,13,7,0,0,0,7,4.5,1.6,3,0,0,0,2,1.4,0,1.5,20.55
1,9,7,0,1,0,7,6.7,3.4,7,1,0,0,7,8.7,0,4,47.45
0,7,7,4,1,0,7,8.6,3.3,7,6,0,0,7,9.3,3,23.2,89.64
1,14,7,4,3,3,4,9.2,5.8,6,3,2,4,3,7.3,3.7,21,91.65
0,1,7,1,0,0,5,7.3,2.1,7,1,1,0,6,2.4,2.4,6,46.39
0,6,5,1,1,0,5,8.6,3.05,6,0,0,0,6,7.4,2.23,2.84,48.96
1,6,7,7,0,3,3,7.6,2.6,4,0,0,0,0,5.8,2.9,13.5,64.84
0,12,7,1,0,0,6,8.1,3.3,7,2,0,0,7,6.2,2.5,6.64,57.86
0,12,7,0,0,1,5,8.1,2.2,7,1,1,0,9,7.8,3,0,47.96
0,1,7,0,0,0,7,2.5,2.1,7,2,1,0,7,1.5,2.28,7.21,40.24
1,7,6,0,0,0,6,3.5,1.7,7,2,0,0,7,1.8,2.7,11.71,45.8
1,7,7,2,2,0,6,9.8,4,7,2,3,1,6,8.2,4.3,1.28,64.53
